Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
./references/refseq/GCF_001465595.2_ASM146559v2_genomic.fna	./references/refseq/GCF_900187205.1_52191_D01_genomic.fna	85.15	26.15	25.37	NZ_CP013481.2 Pandoraea apista strain DSM 16535 chromosome, complete genome	NZ_LT906435.1 Pandoraea sputorum strain NCTC13161 chromosome 1, complete sequence
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_003571485.1_ASM357148v1_genomic.fna	88.77	54.06	54.74	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP021894.1 Pectobacterium versatile strain SCC1 chromosome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_003992745.1_ASM399274v1_genomic.fna	94.07	79.27	76.48	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP027260.1 Pectobacterium parmentieri strain IFB5427 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_002288545.1_ASM228854v1_genomic.fna	88.72	53.14	53.51	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP017482.1 Pectobacterium polaris strain NIBIO1392 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_015689195.1_ASM1568919v1_genomic.fna	88.22	52.26	52.76	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP065044.1 Pectobacterium aroidearum strain L6 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_013488025.1_ASM1348802v1_genomic.fna	88.85	52.65	54.28	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP051652.1 Pectobacterium carotovorum strain WPP14 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_020971565.1_ASM2097156v1_genomic.fna	88.63	48.21	51.59	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP087392.1 Pectobacterium parvum strain FN20211 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_009931295.1_ASM993129v1_genomic.fna	88.35	50.78	50.21	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP034938.1 Pectobacterium odoriferum strain JK2.1 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_012427845.1_ASM1242784v1_genomic.fna	91.01	64.20	67.54	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP038498.1 Pectobacterium punjabense strain SS95 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_003382565.3_ASM338256v3_genomic.fna	88.51	43.89	49.58	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP086253.1 Pectobacterium aquaticum strain A212-S19-A16 chromosome, complete genome
./references/refseq/GCF_001742185.1_ASM174218v1_genomic.fna	./references/refseq/GCF_009873295.1_ASM987329v1_genomic.fna	88.71	53.99	56.12	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NZ_CP047495.1 Pectobacterium brasiliense strain 1692 chromosome, complete genome
./references/refseq/GCF_002749675.1_ASM274967v1_genomic.fna	./references/refseq/GCF_002999455.1_ASM299945v1_genomic.fna	94.44	75.01	79.11	NZ_CP024411.1 Mesoplasma entomophilum strain TAC chromosome, complete genome	NZ_CP022511.1 Mesoplasma coleopterae strain BARC 781 chromosome
./references/refseq/GCF_002749675.1_ASM274967v1_genomic.fna	./references/refseq/GCF_002804025.1_ASM280402v1_genomic.fna	88.11	52.60	52.67	NZ_CP024411.1 Mesoplasma entomophilum strain TAC chromosome, complete genome	NZ_CP024969.1 Mesoplasma tabanidae strain BARC 857 chromosome, complete genome
./references/refseq/GCF_002749675.1_ASM274967v1_genomic.fna	./references/refseq/GCF_002804105.1_ASM280410v1_genomic.fna	85.31	35.45	35.56	NZ_CP024411.1 Mesoplasma entomophilum strain TAC chromosome, complete genome	NZ_CP024964.1 Entomoplasma melaleucae strain M1 chromosome, complete genome
./references/refseq/GCF_003814405.1_ASM381440v1_genomic.fna	./references/refseq/GCF_008931845.1_ASM893184v1_genomic.fna	91.59	73.53	81.47	NZ_CP028861.1 Borreliella garinii strain 20047 chromosome, complete genome	NZ_CP044535.1 Borrelia maritima strain CA690 chromosome, complete genome
./references/refseq/GCF_004564355.1_ASM456435v1_genomic.fna	./references/refseq/GCF_008727775.1_ASM872777v1_genomic.fna	91.10	68.37	71.71	NZ_CP038266.1 Microbacterium wangchenii strain dk512 chromosome, complete genome	NZ_CP044232.1 Microbacterium lushaniae strain L-031 chromosome, complete genome
./references/refseq/GCF_000011745.1_ASM1174v1_genomic.fna	./references/refseq/GCF_000331065.1_ASM33106v1_genomic.fna	98.30	99.53	99.59	NC_007292.1 Candidatus Blochmannia pennsylvanicus str. BPEN, complete sequence	NC_020075.1 Candidatus Blochmannia chromaiodes str. 640, complete sequence
./references/refseq/GCF_000011745.1_ASM1174v1_genomic.fna	./references/refseq/GCF_009827135.1_ASM982713v1_genomic.fna	83.38	27.83	27.94	NC_007292.1 Candidatus Blochmannia pennsylvanicus str. BPEN, complete sequence	NZ_CP046534.1 Blochmannia endosymbiont of Camponotus nipponensis isolate CNIEBac chromosome, complete genome
./references/refseq/GCF_000024385.1_ASM2438v1_genomic.fna	./references/refseq/GCF_003589885.1_ASM358988v1_genomic.fna	84.36	16.77	13.91	NC_013510.1 Thermomonospora curvata DSM 43183, complete sequence	NZ_CP032402.1 Thermomonospora amylolytica strain YIM 77502 chromosome, complete genome
./references/refseq/GCF_000568815.1_ASM56881v1_genomic.fna	./references/refseq/GCF_001723605.1_ASM172360v1_genomic.fna	93.89	72.72	76.22	NZ_CP007201.1 Sulfurospirillum multivorans DSM 12446 chromosome, complete genome	NZ_CP017111.1 Sulfurospirillum halorespirans DSM 13726 strain PCE-M2 chromosome, complete genome
./references/refseq/GCF_001889105.1_ASM188910v1_genomic.fna	./references/refseq/GCF_003177055.1_ASM317705v1_genomic.fna	88.18	45.58	45.18	NZ_CP013107.1 Sinorhizobium americanum strain CFNEI 73 chromosome, complete genome	NZ_CP029451.1 Sinorhizobium fredii CCBAU 25509 chromosome, complete genome
./references/refseq/GCF_009796285.1_ASM979628v1_genomic.fna	./references/refseq/GCF_016467295.1_ASM1646729v1_genomic.fna	86.05	22.02	25.10	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	NZ_CP066774.1 Streptomyces murinus strain Am1 chromosome, complete genome
./references/refseq/GCF_009796285.1_ASM979628v1_genomic.fna	./references/refseq/GCF_014673495.1_ASM1467349v1_genomic.fna	85.91	22.37	23.89	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	NZ_CP051006.1 Streptomyces griseofuscus strain DSM 40191 chromosome, complete genome
./references/refseq/GCF_009796285.1_ASM979628v1_genomic.fna	./references/refseq/GCF_017526105.1_ASM1752610v1_genomic.fna	87.64	28.12	31.21	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	NZ_CP071839.1 Streptomyces cyanogenus strain S136 chromosome, complete genome
./references/refseq/GCF_009796285.1_ASM979628v1_genomic.fna	./references/refseq/GCF_014701095.1_ASM1470109v1_genomic.fna	84.26	13.78	17.75	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	NZ_AP023439.1 Streptomyces tuirus strain JCM 4255 chromosome
./references/refseq/GCF_009796285.1_ASM979628v1_genomic.fna	./references/refseq/GCF_015160875.1_ASM1516087v1_genomic.fna	84.39	13.55	17.63	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	NZ_CP063374.1 Streptomyces chromofuscus strain DSM 40273 chromosome, complete genome
./references/refseq/GCF_015689195.1_ASM1568919v1_genomic.fna	./references/refseq/GCF_020971565.1_ASM2097156v1_genomic.fna	90.37	57.67	61.13	NZ_CP065044.1 Pectobacterium aroidearum strain L6 chromosome, complete genome	NZ_CP087392.1 Pectobacterium parvum strain FN20211 chromosome, complete genome
./references/refseq/GCF_019665745.1_ASM1966574v1_genomic.fna	./references/refseq/GCF_022014715.1_ASM2201471v1_genomic.fna	87.87	51.62	50.48	NZ_CP081105.1 Enterobacter cancerogenus strain JY65 chromosome	NZ_CP091779.1 Enterobacter mori strain ACYC.E9L chromosome, complete genome
./references/refseq/GCF_000016645.1_ASM1664v1_genomic.fna	./references/refseq/GCF_003312915.1_ASM331291v1_genomic.fna	84.62	17.69	22.28	NC_009441.1 Flavobacterium johnsoniae UW101, complete sequence	NZ_CP030261.1 Flavobacterium fluviale strain HYN0086 chromosome, complete genome
./references/refseq/GCF_000016645.1_ASM1664v1_genomic.fna	./references/refseq/GCF_017352115.1_ASM1735211v1_genomic.fna	84.97	24.47	27.06	NC_009441.1 Flavobacterium johnsoniae UW101, complete sequence	NZ_CP071448.1 Flavobacterium endoglycinae strain BB8 chromosome, complete genome
./references/refseq/GCF_000016645.1_ASM1664v1_genomic.fna	./references/refseq/GCF_008369745.1_ASM836974v1_genomic.fna	85.00	19.46	21.58	NC_009441.1 Flavobacterium johnsoniae UW101, complete sequence	NZ_CP043612.1 Flavobacterium nitrogenifigens strain KACC 18538 chromosome, complete genome
./references/refseq/GCF_000016645.1_ASM1664v1_genomic.fna	./references/refseq/GCF_003122385.1_ASM312238v1_genomic.fna	84.45	19.90	20.64	NC_009441.1 Flavobacterium johnsoniae UW101, complete sequence	NZ_CP029255.1 Flavobacterium crocinum strain HYN0056 chromosome, complete genome
./references/refseq/GCF_000016645.1_ASM1664v1_genomic.fna	./references/refseq/GCF_001705175.1_ASM170517v1_genomic.fna	84.18	19.70	23.50	NC_009441.1 Flavobacterium johnsoniae UW101, complete sequence	NZ_CP016907.1 Flavobacterium anhuiense strain GSE09 chromosome, complete genome
./references/refseq/GCF_000091325.1_ASM9132v1_genomic.fna	./references/refseq/GCF_002005305.1_ASM200530v1_genomic.fna	84.58	26.40	20.62	NC_014012.1 Shewanella violacea DSS12, complete sequence	NZ_CP014782.1 Shewanella psychrophila strain WP2 chromosome, complete genome
./references/refseq/GCF_000091325.1_ASM9132v1_genomic.fna	./references/refseq/GCF_007197555.1_ASM719755v1_genomic.fna	86.87	40.56	31.21	NC_014012.1 Shewanella violacea DSS12, complete sequence	NZ_CP041614.1 Shewanella psychropiezotolerans strain YLB-06 chromosome, complete genome
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001524625.2_ASM152462v2_genomic.fna	91.00	53.91	53.95	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013424.1 Burkholderia savannae strain MSMB0852 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_900240005.1_BStabCH16_genomic.fna	84.24	16.32	13.59	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_LR025742.1 Burkholderia stabilis isolate E chromosome I
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718635.1_ASM171863v1_genomic.fna	92.86	62.44	63.66	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013411.1 Burkholderia thailandensis strain 2002721643 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718335.1_ASM171833v1_genomic.fna	84.54	16.11	16.54	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013366.1 Burkholderia territorii strain RF8-non-BP5 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_002097715.1_ASM209771v1_genomic.fna	85.28	19.03	17.20	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP020737.1 Burkholderia ubonensis subsp. mesacidophila strain ATCC 31433 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_016027455.1_ASM1602745v1_genomic.fna	92.92	56.99	55.41	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP065686.1 Burkholderia humptydooensis strain FDAARGOS_899 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_002346025.1_ASM234602v1_genomic.fna	99.26	76.02	96.32	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP009727.1 Burkholderia mallei strain Turkey2 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_003019965.1_ASM301996v1_genomic.fna	84.58	16.41	18.39	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP020397.1 Burkholderia multivorans strain FDAARGOS_246 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718895.1_ASM171889v1_genomic.fna	84.30	17.22	15.68	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013450.1 Burkholderia cenocepacia strain MSMB384WGS chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718535.1_ASM171853v1_genomic.fna	84.63	16.99	15.74	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013398.1 Burkholderia seminalis strain FL-5-4-10-S1-D7 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_000959365.1_ASM95936v1_genomic.fna	90.40	53.97	53.59	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP009555.1 Burkholderia oklahomensis C6786 chromosome I, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001522635.2_ASM152263v2_genomic.fna	90.39	51.18	49.29	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013389.1 Burkholderia mayonis strain BDU8 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_016127755.1_ASM1612775v1_genomic.fna	84.61	17.13	16.13	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP066037.1 Burkholderia ambifaria strain FDAARGOS_1027 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718955.1_ASM171895v1_genomic.fna	85.01	18.34	17.13	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013459.1 Burkholderia stagnalis strain MSMB735WGS chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001718555.1_ASM171855v1_genomic.fna	84.54	16.89	16.12	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP013401.1 Burkholderia metallica strain FL-6-5-30-S1-D7 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_000959505.1_ASM95950v1_genomic.fna	85.01	16.95	18.74	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP009795.1 Burkholderia dolosa AU0158 chromosome 1, complete sequence
./references/refseq/GCF_000756125.1_ASM75612v1_genomic.fna	./references/refseq/GCF_001028665.1_ASM102866v1_genomic.fna	84.65	17.04	15.17	NZ_CP008781.1 Burkholderia pseudomallei strain Mahidol-1106a chromosome 1, complete sequence	NZ_CP011503.1 Burkholderia pyrrocinia strain DSM 10685 chromosome 1, complete sequence
./references/refseq/GCF_001999225.1_ASM199922v1_genomic.fna	./references/refseq/GCF_005877035.1_ASM587703v1_genomic.fna	88.15	34.45	34.94	NZ_CP019628.1 Pseudoalteromonas aliena strain EH1 chromosome, complete genome	NZ_CP040558.1 Pseudoalteromonas distincta strain 16-SW-7 chromosome L1, complete sequence
./references/refseq/GCF_001999225.1_ASM199922v1_genomic.fna	./references/refseq/GCF_004328865.1_ASM432886v1_genomic.fna	84.08	18.90	18.88	NZ_CP019628.1 Pseudoalteromonas aliena strain EH1 chromosome, complete genome	NZ_CP027523.1 Pseudoalteromonas carrageenovora strain KCTC 22325 chromosome I, complete sequence
./references/refseq/GCF_002327205.1_ASM232720v1_genomic.fna	./references/refseq/GCF_003606265.1_ASM360626v1_genomic.fna	86.52	36.42	30.91	NZ_CP018630.1 Clostridium chauvoei strain 12S0467 chromosome, complete genome	NZ_CP023671.1 Clostridium septicum strain DSM 7534 chromosome, complete genome
./references/refseq/GCF_003595305.1_ASM359530v1_genomic.fna	./references/refseq/GCF_021117135.1_ASM2111713v1_genomic.fna	91.27	62.20	64.86	NZ_CP021762.1 Ralstonia pseudosolanacearum strain RS 476 chromosome, complete genome	NZ_CP088237.1 Ralstonia solanacearum strain UW251 chromosome
./references/refseq/GCF_003595305.1_ASM359530v1_genomic.fna	./references/refseq/GCF_018243215.1_ASM1824321v1_genomic.fna	92.40	67.09	68.46	NZ_CP021762.1 Ralstonia pseudosolanacearum strain RS 476 chromosome, complete genome	NZ_CP046729.1 Ralstonia syzygii strain LLRS-1 chromosome, complete genome
./references/refseq/GCF_004124315.2_ASM412431v2_genomic.fna	./references/refseq/GCF_006094475.1_ASM609447v1_genomic.fna	93.49	83.22	84.87	NZ_CP096889.1 Bacillus cabrialesii strain TE3 chromosome, complete genome	NZ_CP034943.1 Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499 strain ATCC 6633 chromosome, complete genome
./references/refseq/GCF_004124315.2_ASM412431v2_genomic.fna	./references/refseq/GCF_012225885.1_ASM1222588v1_genomic.fna	93.54	78.01	80.22	NZ_CP096889.1 Bacillus cabrialesii strain TE3 chromosome, complete genome	NZ_CP048852.1 Bacillus tequilensis strain EA-CB0015 chromosome, complete genome
./references/refseq/GCF_004124315.2_ASM412431v2_genomic.fna	./references/refseq/GCF_012648005.1_ASM1264800v1_genomic.fna	88.45	58.31	59.68	NZ_CP096889.1 Bacillus cabrialesii strain TE3 chromosome, complete genome	NZ_CP051464.1 Bacillus mojavensis strain UCMB5075 chromosome, complete genome
./references/refseq/GCF_004124315.2_ASM412431v2_genomic.fna	./references/refseq/GCF_023238245.1_ASM2323824v1_genomic.fna	93.49	84.36	83.93	NZ_CP096889.1 Bacillus cabrialesii strain TE3 chromosome, complete genome	NZ_CP096590.1 Bacillus rugosus strain A78.1 chromosome, complete genome
./references/refseq/GCF_004124315.2_ASM412431v2_genomic.fna	./references/refseq/GCF_019598985.1_ASM1959898v1_genomic.fna	93.71	80.57	80.36	NZ_CP096889.1 Bacillus cabrialesii strain TE3 chromosome, complete genome	NZ_CP080644.1 Bacillus inaquosorum strain CCSR02 chromosome
./references/refseq/GCF_000020965.1_ASM2096v1_genomic.fna	./references/refseq/GCF_000021645.1_ASM2164v1_genomic.fna	81.90	16.05	16.95	NC_011297.1 Dictyoglomus thermophilum H-6-12, complete sequence	NC_011661.1 Dictyoglomus turgidum DSM 6724, complete sequence
./references/refseq/GCF_000439255.1_ASM43925v1_genomic.fna	./references/refseq/GCF_018128425.1_ASM1812842v1_genomic.fna	82.85	15.76	15.15	NC_021870.1 Salmonella bongori N268-08, complete sequence	NZ_CP071070.1 Citrobacter sedlakii strain 3347689II chromosome, complete genome
./references/refseq/GCF_000439255.1_ASM43925v1_genomic.fna	./references/refseq/GCF_008693605.1_ASM869360v1_genomic.fna	83.11	15.18	14.70	NC_021870.1 Salmonella bongori N268-08, complete sequence	NZ_CP044098.1 Citrobacter portucalensis strain FDAARGOS_617 chromosome, complete genome
./references/refseq/GCF_000439255.1_ASM43925v1_genomic.fna	./references/refseq/GCF_008693645.1_ASM869364v1_genomic.fna	83.20	15.40	14.56	NC_021870.1 Salmonella bongori N268-08, complete sequence	NZ_CP044101.1 Citrobacter werkmanii strain FDAARGOS_616 chromosome, complete genome
./references/refseq/GCF_000439255.1_ASM43925v1_genomic.fna	./references/refseq/GCF_021278985.1_ASM2127898v1_genomic.fna	82.54	15.68	13.91	NC_021870.1 Salmonella bongori N268-08, complete sequence	NZ_CP082833.1 Citrobacter rodentium NBRC 105723 = DSM 16636 chromosome, complete genome
./references/refseq/GCF_000439255.1_ASM43925v1_genomic.fna	./references/refseq/GCF_001558935.2_ASM155893v2_genomic.fna	83.14	15.89	14.92	NC_021870.1 Salmonella bongori N268-08, complete sequence	NZ_CP014070.2 Citrobacter amalonaticus strain FDAARGOS_165 chromosome, complete genome
./references/refseq/GCF_010993845.2_ASM1099384v2_genomic.fna	./references/refseq/GCF_014192895.1_ASM1419289v1_genomic.fna	86.40	32.56	33.27	NZ_CP053790.1 Streptococcus canis strain HL_77_2 chromosome, complete genome	NZ_AP023394.1 Streptococcus dysgalactiae subsp. equisimilis strain 159 chromosome, complete genome
./references/refseq/GCF_010993845.2_ASM1099384v2_genomic.fna	./references/refseq/GCF_900475035.1_41965_F01_genomic.fna	86.71	28.37	35.05	NZ_CP053790.1 Streptococcus canis strain HL_77_2 chromosome, complete genome	NZ_LS483338.1 Streptococcus pyogenes strain NCTC12064 chromosome 1, complete sequence
./references/refseq/GCF_001586235.1_ASM158623v1_genomic.fna	./references/refseq/GCF_016728105.1_ASM1672810v1_genomic.fna	88.32	32.41	28.99	NZ_CP014635.1 Corynebacterium simulans strain Wattiau chromosome, complete genome	NZ_CP068158.1 Corynebacterium striatum strain FDAARGOS_1115 chromosome, complete genome
./references/refseq/GCF_003966755.1_ASM396675v1_genomic.fna	./references/refseq/GCF_019285595.1_ASM1928559v1_genomic.fna	88.13	45.19	37.80	NZ_AP018005.1 Candidatus Rickettsiella viridis strain Ap-RA04 chromosome	NZ_CP079094.1 Rickettsiella endosymbiont of Dermanyssus gallinae isolate DGE chromosome, complete genome
./references/refseq/GCF_005670685.2_ASM567068v2_genomic.fna	./references/refseq/GCF_010731115.1_ASM1073111v1_genomic.fna	91.76	67.63	70.47	NZ_CP062008.1 Mycolicibacterium mucogenicum DSM 44124 chromosome, complete genome	NZ_AP022616.1 Mycolicibacterium phocaicum strain JCM 15301 chromosome
./references/refseq/GCF_009789675.1_ASM978967v1_genomic.fna	./references/refseq/GCF_014171495.1_ASM1417149v1_genomic.fna	85.56	22.45	20.21	NZ_CP046913.1 Paraburkholderia acidisoli strain DHF22 chromosome 1, complete sequence	NZ_CP049134.1 Paraburkholderia tropica strain IAC135 chromosome A, complete sequence
./references/refseq/GCF_000073005.1_ASM7300v1_genomic.fna	./references/refseq/GCF_018467115.1_ASM1846711v1_genomic.fna	84.97	24.22	25.75	NC_010981.1 Wolbachia endosymbiont of Culex quinquefasciatus Pel, complete sequence	NZ_CP069053.1 Wolbachia endosymbiont of Drosophila yakuba strain wYak isolate KB166 chromosome, complete genome
